,PM,date,publish_date,activities
92,Shinzo_Abe,3月30日,2013-03-31,▽9時28分　富ケ谷の私邸発。▽9時56分　羽田空港で報道各社のインタビュー。▽10時22分　モンゴル訪問のため同空港発。（現地時間）　午後　モンゴル・ウランバートルのチンギスハン国際空港着。スフバートル広場で歓迎式典。政府庁舎でアルタンホヤグ首相と会談。　夕　エルベグドルジ大統領と会談。共同記者会見。　夜　エンフトゥブシン人民党党首と会談。迎賓館「イフ・テンゲル」でアルタンホヤグ首相主催の晩さん会。ウランバートル郊外で星空観賞。チンギスハン・ホテルに宿泊。 
94,Shinzo_Abe,4月1日,2013-04-02,▽9時11分　富ケ谷の私邸発。▽9時27分　皇居で帰国の記帳。▽9時44分　官邸着。▽10時17分　交流事業「ＪＥＮＥＳＹＳ2・0」で来日したＡＳＥＡＮの青少年。入れ替わりに袴田茂樹新潟県立大教授。上月外務省欧州局長が同席。▽11時4分　重久吉弘日揮グループ代表ら。この後、フェイスブック用写真撮影。▽12時4分　政府与党連絡会議。続いて細田幹事長代行。▽13時55分　甘利経済再生相。▽14時44分　稲田行革相。▽15時7分　北村情報官、木野村防衛省情報本部長。情報官が残る。入れ替わりに自民党日本モンゴル友好促進議連の林幹雄会長ら。▽16時34分　山本領土問題相。▽17時5分　国会内で党役員会。▽17時37分　官邸で報道各社のインタビュー。▽18時12分　インドのチダムバラム財務相。この後、スポーツ新聞各社のインタビュー。▽19時4分　平河町の中国料理店「赤坂四川飯店」で俳優の津川雅彦氏ら。▽21時　私邸着。 
95,Shinzo_Abe,4月2日,2013-04-03,▽7時　富ケ谷の私邸発。▽7時12分　官邸で加藤官房副長官。▽8時5分　国会内で日本経済再生本部。この後、閣議。▽8時59分　衆院予算委。▽12時6分　官邸で日本看護連盟の季刊誌のインタビュー。▽13時　衆院予算委。▽17時6分　官邸で西、金沢新旧防衛次官。▽17時21分　行政改革推進会議。▽18時8分　東京タワーで世界自閉症啓発デーのイベント「ブルーライトアップ」。田村厚労相らが同席。続いて報道各社のインタビュー。▽19時12分　官邸で笹川陽平ミャンマー国民和解担当日本政府代表、ミャンマーのエン・バン・ラ統一民族連邦評議会議長ら。▽19時38分　ザ・キャピトルホテル東急の日本料理店「水簾」で長谷川首相補佐官ら。▽21時20分　私邸で菅官房長官。甘利経済再生相、麻生副総理が加わる。 
97,Shinzo_Abe,4月4日,2013-04-05,▽9時39分　富ケ谷の私邸発。▽9時56分　官邸で報道各社のインタビュー。▽10時49分　森少子化相。吉村泰典内閣参与が同席。▽11時27分　ジャーナリストの田原総一朗氏。▽12時　日本ミャンマー協会最高顧問の麻生副総理、渡辺秀央会長。▽13時2分　衆院本会議。▽14時2分　官邸で青山繁晴独立総合研究所社長。続いて児玉孝日本薬剤師会会長。▽15時6分　ＴＢＳのインタビュー。この後、外務省の杉山アジア大洋州局長、伊原北米局長。▽16時31分　財務省の古沢、中尾新旧財務官。入れ替わりに米村危機管理監、北村情報官。▽17時23分　岸田外相、河相外務次官、斎木外務審議官。▽18時1分　教育再生実行会議。▽19時42分　永田町の中国料理店「溜池山王聘珍楼」で時事通信社の田崎史郎解説委員ら。▽21時41分　私邸着。 
98,Shinzo_Abe,4月5日,2013-04-06,▽6時56分　富ケ谷の私邸発。▽7時7分　官邸で加藤官房副長官。▽8時6分　国会内で閣議。この後、行政改革推進本部。▽8時51分　衆院予算委。▽12時14分　衆院本会議。▽12時21分　官邸着。▽12時59分　衆院予算委。▽17時5分　官邸着。▽18時5分　米軍嘉手納基地以南の土地返還計画の日米共同発表。続いて岸田外相、小野寺防衛相。▽18時42分　報道各社のインタビュー。▽18時52分　帝国ホテルで日本テレビの大久保好男社長。▽20時41分　私邸着。 
99,Shinzo_Abe,4月6日,2013-04-07,▽6時2分　富ケ谷の私邸発。▽6時32分　はやぶさ1号でＪＲ東京駅発。▽8時45分　ＪＲ盛岡駅着。▽11時22分　岩手県宮古市田老地区の防潮堤で黙とう。根本復興相、達増岩手県知事、山本正徳市長が同行。続いて田老魚市場でワカメの加工作業を視察。▽12時2分　同市の日本料理店「割烹（かっぽう）おかめ」で昼食。達増知事、山本市長らが同席。▽12時58分　岩手県山田町の造船会社「ティエフシー」を視察。▽13時33分　同町の中央公民館で地元被災者らと意見交換。佐藤信逸町長が同席。続いて報道各社のインタビュー。▽16時41分　はやて40号でＪＲ盛岡駅発。▽19時8分　ＪＲ東京駅着。東京ステーションホテルのすし店「すし青柳」で秘書官と夕食。▽20時24分　銀座の歌舞伎座で昭恵夫人と「勧進帳」を鑑賞。　首相「伝統芸能の粋。まさにクールジャパンだ」▽22時5分　東京・南青山の「リストランテハマサキ」でジェラルド・カーティス米コロンビア大教授。▽23時24分　私邸着。 
102,Shinzo_Abe,4月9日,2013-04-10,▽7時16分　富ケ谷の私邸発。▽7時30分　官邸で報道各社のインタビュー。続いて加藤官房副長官。▽8時32分　国会内で閣議。▽8時59分　衆院予算委。▽12時10分　官邸で前田晋太郎山口県下関市議ら。▽12時59分　衆院予算委。▽17時9分　官邸で「子育て同盟」の平井鳥取県知事ら。森少子化相が同席。続いて小野寺防衛相、西防衛次官、伊原外務省北米局長。▽17時41分　日本維新の会の橋下共同代表、松井幹事長。菅官房長官が同席。▽18時14分　北村情報官。▽18時48分　富ケ谷の白寿ホールで昭恵夫人とともにソプラノ歌手の中丸三千繪さんのコンサートを鑑賞。▽19時32分　渋谷区猿楽町のイタリア料理店「リストランテＡＳＯ」で前田市議ら。▽21時19分　私邸着。 
105,Shinzo_Abe,4月12日,2013-04-13,▽8時3分　富ケ谷の私邸発。▽8時22分　官邸で閣議。甘利経済再生相が残る。▽10時33分　エッセイストの阿川佐和子さんによる週刊文春のインタビュー。▽11時43分　石破幹事長。▽12時2分　山口公明代表と党首会談。石破幹事長、井上公明幹事長、菅官房長官が同席。太田国交相が加わる。▽12時59分　国会内で望月党行革推進本部長。続いて細田幹事長代行。▽13時3分　衆院本会議。▽15時58分　官邸で米村危機管理監、外務省の平松総合外交政策局長、伊原北米局長、防衛省の徳地防衛政策局長、黒江運用企画局長。▽16時32分　月例経済報告関係閣僚会議。▽17時1分　世耕官房副長官、上月外務省欧州局長。続いてＴＰＰ関係閣僚会議。この後、報道各社のインタビュー。▽17時59分　地方分権改革有識者会議。▽18時10分　台湾との交流窓口「交流協会」の大橋光夫会長ら。菅長官が同席。▽18時33分　北村情報官。▽19時57分　私邸着。 
107,Shinzo_Abe,4月14日,2013-04-16,〈14日〉▽6時34分　富ケ谷の私邸発。▽7時8分　空自Ｕ4多用途支援機で羽田空港発。機内から空自の訓練を視察。▽9時55分　東京都小笠原村の海自硫黄島基地着。自衛隊員を激励。新藤総務相、山口公明代表らが同行。▽10時31分　天山慰霊碑で硫黄島戦没者追悼式。▽11時6分　小笠原兵団司令部壕（ごう）を視察。▽11時32分　硫黄島基地の滑走路北側の遺骨収容作業場を視察。▽12時10分　摺鉢山を視察。続いて硫黄島基地で遺骨の探査レーダーを視察。▽13時6分　報道各社のインタビュー。▽13時27分　海自ＵＳ2救難飛行艇で硫黄島基地発。▽14時14分　海自父島基地分遣隊着。この後、小笠原ビジターセンターで昼食。▽15時9分　地元住民らと対話集会。▽16時21分　小笠原村診療所・有料老人ホーム「太陽の郷」で入所者らと懇談。続いて三日月山展望台を視察。▽17時17分　ＵＳ2救難飛行艇で父島基地分遣隊発。▽18時10分　硫黄島基地着。▽18時35分　海自Ｐ3Ｃ哨戒機で同基地発。▽20時54分　羽田空港着。▽21時35分　私邸着。〈15日〉▽8時12分　私邸発。▽8時33分　官邸で教育再生実行会議。▽10時42分　ケリー米国務長官。岸田外相らが同席。米国務長官が残る。▽11時49分　外相、外務省の河相次官、斎木外務審議官、杉山アジア大洋州局長、上月欧州局長。▽12時9分　財務省の真砂次官、古沢財務官、山崎国際局長。▽13時48分　読売新聞のインタビュー。▽14時46分　古屋拉致問題相。三谷拉致問題対策本部事務局長が加わる。▽15時5分　北村情報官、下平衛星情報センター所長。情報官が残る。入れ替わりに甘利経済再生相。続いて内閣府の松元次官、松山内閣府審議官。▽15時57分　楽天の三木谷浩史社長ら「新経済サミット2013」の出席者。▽16時22分　平松外務省総合外交政策局長。この後、斎木外務審議官、杉山局長。▽17時3分　党本部で役員会。続いて都議選立候補予定者と写真撮影。▽18時15分　官邸でラスムセンＮＡＴＯ事務総長。▽18時50分　日ＮＡＴＯ共同政治宣言署名式、共同記者発表。▽19時17分　ホテルニューオータニで「新経済サミット2013」のパーティー。▽20時1分　日本橋室町のホテル「マンダリンオリエンタル東京」でアラブ・デー・レセプション。▽20時37分　私邸着。 
108,Shinzo_Abe,4月16日,2013-04-17,▽7時11分　富ケ谷の私邸発。▽7時24分　官邸で加藤官房副長官。▽8時32分　国会内で閣議。麻生副総理、茂木経産相が残る。▽8時57分　衆院予算委。▽12時4分　官邸着。▽12時59分　衆院予算委。▽17時28分　大臣室で太田国交相。▽17時42分　衆院本会議。▽19時49分　衆院の伊吹、赤松正副議長、各会派にあいさつ回り。▽20時4分　公邸前で報道各社のインタビュー。▽20時5分　公邸で衛藤補佐官、山谷えり子参院議員ら。▽21時51分　私邸着。 
114,Shinzo_Abe,4月22日,2013-04-23,▽7時32分　富ケ谷の私邸発。▽7時44分　官邸で世耕官房副長官。▽9時　参院予算委。▽11時58分　官邸着。▽13時　参院予算委。▽17時2分　党役員会。▽17時33分　官邸で経済財政諮問会議。▽18時42分　アラブ首長国連邦（ＵＡＥ）のアブドラ外相ら。世耕副長官、兼原官房副長官補、宮川外務省中東アフリカ局長が同席。▽19時7分　ロシアのタス通信のインタビュー。▽19時48分　公邸で西田昌司参院議員ら。▽21時20分　外務省の河相次官、斎木外務審議官、上月欧州局長、石井国際法局長。▽21時55分　私邸着。 
117,Shinzo_Abe,4月25日,2013-04-26,▽7時33分　富ケ谷の私邸発。▽7時45分　官邸で世耕官房副長官。▽9時1分　参院予算委。▽12時3分　国会内で参院選立候補予定者。石破幹事長、河村選対委員長らが同席。▽12時18分　官邸着。▽13時　参院予算委。▽17時14分　官邸で北村情報官。入れ替わりに山本海洋政策担当相。▽17時43分　産経新聞のインタビュー。▽18時　外務省の河相次官、斎木外務審議官。斎木審議官が残る。江藤農水副大臣、佐々木経産審議官らが加わる。▽18時51分　山本衆院予算委員長、伊藤達也、岩屋毅両衆院議員ら。▽20時24分　芝公園のザ・プリンスパークタワー東京の日本料理店「芝桜」で岡本毅東京ガス社長、冨田哲郎ＪＲ東日本社長ら。▽21時32分　私邸着。 
118,Shinzo_Abe,4月26日,2013-04-27,▽7時11分　富ケ谷の私邸発。▽7時31分　官邸で加藤官房副長官。この後、総合海洋政策本部。▽8時10分　閣議。▽8時45分　衆院内閣委。▽10時28分　官邸で北海道新聞のインタビュー。▽11時10分　与党成年被後見人と選挙権プロジェクトチームの逢沢、北側両座長ら。続いて古屋防災相。▽12時54分　財務省の真砂次官、古沢財務官。▽13時35分　東京電力の下河辺会長、広瀬社長ら。茂木経産相が同席。続いて外務省の河相次官、斎木外務審議官、上月欧州局長。外務審議官、上月局長が残る。▽14時38分　防災相。杉田官房副長官が同席。▽15時　デンプシー米軍統合参謀本部議長。ルース駐日米大使、岩崎統合幕僚長が同席。▽15時47分　永田町の憲政記念館で伊吹、平田衆参両院議長、竹崎最高裁長官。続いてみどりの式典、レセプション。▽18時1分　官邸で男女共同参画会議。この後、小野寺防衛相、西防衛次官。入れ替わりに岸田外相。▽18時56分　江藤農水副大臣、外務審議官、佐々木経産審議官。▽19時36分　公邸で長谷川裕一はせがわ会長、伊藤哲夫日本政策研究センター代表ら。▽21時27分　私邸着。 
119,Shinzo_Abe,4月27日,2013-04-28,▽10時45分　富ケ谷の私邸発。▽11時　渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」で散髪。▽12時47分　私邸着。▽13時50分　日比谷公会堂で「すべての拉致被害者を救出するぞ！国民大集会」。▽15時1分　公邸でトルコ国営放送のインタビュー。続いて中東の衛星テレビ「アルジャズィーラ」のインタビュー。▽16時13分　千葉市の幕張メッセで動画共有サイト「ニコニコ動画」のイベント。▽17時39分　東京ドームでダンスグループ「ＥＸＩＬＥ」のコンサート。下村文科相、杉良太郎日・ＡＳＥＡＮ特別大使が同席。▽20時29分　私邸着。 
120,Shinzo_Abe,4月28日,2013-04-29,（日本時間）▽10時12分　富ケ谷の私邸発。▽11時2分　永田町の憲政記念館で「主権回復・国際社会復帰を記念する式典」。▽12時24分　羽田空港で報道各社のインタビュー。▽12時53分　ロシア、サウジアラビア、アラブ首長国連邦、トルコの4カ国歴訪のため昭恵夫人とともに政府専用機で同空港発。（現地時間）　夕　ロシア・モスクワのブヌコボ空港着。 
124,Shinzo_Abe,5月1日・2日,2013-05-03,（現地時間）〈1日〉　夜　アラブ首長国連邦アブダビのエミレーツ・パレス・ホテルでムハンマド・アブダビ皇太子主催の晩さん会。同ホテル泊。〈2日〉　午前　ホテルジュメイラ・エティハド・タワーズでアルマズルーイ・エネルギー相、奥田碩中東協力センター会長らと懇談。この後、ビジネスフォーラムであいさつ。ヘリでアブダビ発。ドバイ着。　午後　ドバイ市内の都市鉄道を視察。ザアビール宮殿でムハンマド首相と会談。続いてムハンマド首相主催の昼食会。この後、原子力協定の署名式。ヘリでドバイ発。アブダビ着。エミレーツ・パレス・ホテルで報道各社のインタビュー。　夕　アブダビ国際空港でハッザーア国家安全省補佐官。政府専用機で同空港発。 
127,Shinzo_Abe,5月5日,2013-05-06,▽10時25分　山梨県鳴沢村の別荘発。▽11時10分　あずさ10号でＪＲ大月駅発。▽12時11分　ＪＲ新宿駅着。▽12時31分　後楽の中国料理店「後楽園飯店」で秘書官ら。▽13時9分　東京ドームで元巨人監督の長嶋茂雄氏、巨人や米大リーグのヤンキースで活躍した松井秀喜氏、巨人の原辰徳監督。この後、長嶋、松井両氏の国民栄誉賞表彰式。続いて始球式、記念撮影。▽14時17分　報道各社のインタビュー。続いて長嶋、松井両氏、渡辺恒雄読売新聞グループ本社会長、大久保好男日本テレビ社長ら。菅官房長官が同席。▽15時　巨人―広島戦を観戦。この後、スポーツ新聞各社のインタビュー。▽17時22分　別荘で萩生田光一衆院議員。本田内閣参与が加わる。▽20時53分　本田参与が出る。萩生田氏は宿泊。 
